,id,qid1,qid2,question1,question2,bot?,number_likes,is_duplicate
989,989,1973,1974,Life can be boring. What to do?,My life is boring. What can I do?,True,43974,1
990,990,1975,1976,Where can I buy meldonium in Canada?,Where can I buy meldonium in the U.S.?,False,22559,0
991,991,1977,1978,What would be a cool way to commit suicide?,What can be the most insane ways to commit suicide?,False,65081,1
992,992,1979,1980,"I accidentally took my blood pressure medicine twice, will I be ok?",Is 100/76 ok blood pressure?,True,9050,0
993,993,1981,1982,Do you have any paranormal experience?,What are your best paranormal experiences?,False,25105,0
994,994,1983,1984,Which 2G Band (900/1800Mhz) was sold during 2G spectrum scam?,"What exactly is the ""Vyapam"" scam? Why have so many died because of it?",True,30551,0
995,995,1985,1986,I am a straight A student but have no motivation or will whatsoever to go to school. Can someone help me fight this?,"My fiancée died recently and it pains my heart, how do I learn to cope with this?",False,16195,0
996,996,1987,1988,Which is the best shares to purchase and sale daily trading?,"In Sydney, which company would be the best to get advice for Business Sales & Purchases?",True,68364,0
997,997,1989,1990,I and my girlfriends private partstouched each other.can she become pregenant?,Why most of the cosmetic products don't have price tags?,False,36423,0
998,998,1991,1992,Could we use cherenkov atmosphere radiation (with gamma rays or similar) to image the surface of a planet from here with ground based telescopes?,Can we map the surface (and the subsurface) of a planet using cosmic rays or very high frequency gamma rays with ground based telescopes?,True,56210,1
999,999,1993,1994,What is a good song for lyric prank?,Diving the Blue Hole in Dahab?,False,65232,0
1000,1000,1995,1996,How can I convert raw files to JPEG in photos in a MacBook?,How do you convert raw files to JPEG?,True,65260,0
1001,1001,1997,1998,What is the best age to teach a child how to swim?,When is a good time to teach your children how to swim?,False,4723,1
1002,1002,1999,2000,"Which is less healthy for your body, beer or Pepsi?",Which is less healthy for your body light beer or Pepsi?,False,34966,1
1003,1003,2001,2002,Where can I find my mentor?,Where can I find a willing mentor?,False,62711,0
1004,1004,2003,2004,What would cause an AMP to cut out?,What would cause an AMP to cut out? How do you fix it?,False,9908,1
1005,1005,2005,2006,How do I score good marks in mathematics?,How do I score good marks in mathematics (9 cbse)?,False,55188,1
1006,1006,2007,2008,Why does Facebook Messenger use long polling over WebSockets?,Does Facebook messenger use long polling or websockets?,False,27022,1
1007,1007,2009,2010,What are the chances of ww3?,Is there any possibility of a WW3?,False,58867,1
1008,1008,2011,2012,"Is there some way to identify genuine JBL speakers, as fake JBL speakers are also sold in market?","I am planning to buy a portable Bluetooth speaker under 10k INR. I am confused between the JBL Flip 2, JBL Charge and JBL Pulse. Any reviews?",True,26288,0
1009,1009,2013,2014,"I took some moocs before college and now I feel like college is horrid, what do I do?",Is Toshiba Satellite C50-A547 good for runing games?,True,59762,0
1010,1010,2015,2016,What are the application of binary search trees?,What are the applications of binary search trees?,False,56304,1
1011,1011,2017,2018,What are the differences between Hindustani classical music and Carnatic music?,What is the difference between thaats and ragas in Hindustani classical music?,True,4982,0
1012,1012,2019,2020,How can we solve the issue of kashmir?,Why nothing is done to solve Kashmir issue?,False,42120,0
1013,1013,2021,2022,Do you think of mathematics as art or science?,Is math an art or a science?,True,44604,1
1014,1014,2023,2024,Is scientology a fraud?,Is Scientology bullshit?,True,58019,1
1015,1015,2025,2026,Who will win the 2016 presidential election?,Who will win the 2016 U.S. presidential election and why?,True,65163,1
1016,1016,2027,2028,"Why did Polyvore remove Pasha Sadri as CEO and replace him with head of product, Jess Lee?","I own a multinational company worth $450 million dollars, and I want to prepare my son to be the future CEO. What should I advise him?",True,56054,0
1017,1017,2029,2030,Which is the best book to understand special relativity?,What is the best book for self-learning Special and General Theory of Relativity. What are some beginner and advanced level books on these topics?,False,58627,0
1018,1018,2031,2032,How does specific heat and heat capacity differ?,Is heat capacity the same as specific heat?,True,42422,1
1019,1019,2033,2034,What are Plan A and Plan B in Interstellar?,"When Voldemort is resurrected in Book 4, he was saying to the Death Eaters that his most loyal servant is doing his job at Hogwarts. To whom was he referring: Severus Snape or Barty Crouch Jr., as Mad-Eye?",False,61612,0
1020,1020,2035,2036,What are some interesting things to do when bored?,What should I do if I'm badly bored?,False,60502,1
1021,1021,2037,2038,What is the gross salary if IDA mentioned is 16400?,"What does an IDA pay scale basic pay of 9,760 rupees open ended +3% increment mean? What will be the gross salary from that basic pay?",True,20198,0
1022,1022,2039,2040,Which book should I prefer for maths class12 preparation ..NCERT or Elements? (with just a month left for boards)?,Can Biological Complexity be Computed to a particular mathematical value and is it irreducible?,True,8327,0
1023,1023,2041,2042,Movie Review: What is your review of Aamir Khan's Dangal (2016 movie)?,What is your honest review of Dangal (2016 movie)?,True,8667,1
1024,1024,2043,2044,"What do you think about the movie, ""Interstellar""?",What do you think about the movie Interstellar?,False,35253,1
1025,1025,2045,2046,What goes through a guy's mind when he touches his girlfriend's ass?,Why does a man raise his hand at his wife/girlfriend? What goes through his mind?,False,21055,0
1026,1026,2047,2048,"From my symptoms, how do I decide if I have a urinary tract infection?",What causes the burning sensation in a urinary tract infection?,True,12968,0
1027,1027,2049,1919,What food should I eat to gain weight?,How could I gain weight in a healthy way?,True,62146,0
1028,1028,2050,2051,"Does Stripe or Square-Up act as an ""agent"" to process money transfer or do they also come under the payment processor license in USA?",Is a license needed to operate as a payment processor like Square?,True,64160,0
1029,1029,2052,2053,How can I tell if someone has unfollowed me on Facebook?,"If someone unfollows me, does that affect chat order on Facebook?",True,31186,0
1030,1030,2054,2055,Are most blind people completely blind?,Are most blind people fully blind?,True,7570,1
1031,1031,2056,2057,Which Indian politician do you admire the most? Why?,Which indian politician do you hate the most?,False,54188,0
1032,1032,2058,2059,What is the probability of an event certain to occur?,Is it true that the probability of an event occurring ALWAYS is zero?,False,59153,0
1033,1033,2060,2061,How does someone knows they have social anxiety?,How do I know if I have social anxiety?,True,25170,1
1034,1034,2062,2063,"How did Man Bai, Jahangir's wife die?",How did T.I.'s daughter die? When did it happen?,True,12083,0
1035,1035,2064,2065,"I need a Biology IA (Individual Investigation) topic, Im desperate so can I have a topic and not tips?",What are some interesting biology high school research topics?,False,56731,0
1036,1036,2066,2067,"I am an Indian, planning to go to US for MS (a STEM course) this January. If Trump wins, how will that affect my future in US?",How is Trump becoming the president affect the Indians applying for an MS in the US (Mech)?,False,33748,1
1037,1037,2068,2069,"What hotel in Shimla Hill-station would be safe for unmarried couples, without the harassment of police, hotel staff, and moral police?","What hotel in Dehradun Hill-station would be safe for unmarried couples, without the harassment of police, hotel staff, and moral police?",True,52512,0
1038,1038,2070,2071,Is world societies moving towards rational love contract?,"Other than humans, what are some examples of the smartest mammals?",False,57708,0
1039,1039,2072,2073,Is evolution real? How has this been proven?,What are the different ways in which evolution has been proven to be real?,True,9881,1
1040,1040,2074,2075,Who are the worst actors in Hindi movies?,Bollywood: Which is currently the worst Bollywood movie?,False,66266,0
1041,1041,2076,2077,What is the best way to learn Data structures and algorithms from scratch?,How do I start learning or strengthen my knowledge of data structures and algorithms?,False,5191,0
1042,1042,2078,2079,What are some exothermic examples in everyday life?,What are some endothermic and exothermic reactions examples in everyday life?,True,19070,0
1043,1043,2080,2081,"Is the US Constitution considered to be a living document? If so, why?",What makes the US Constitution a living document?,True,53128,1
1044,1044,2082,2083,How do I see people I unfollow on Instagram?,How do I know why I was blocked from Instagram?,True,24070,0
1045,1045,2084,2085,What is the responsibility of SAP ERP key user?,What is a qualified SAP ERP key user?,False,31105,0
1046,1046,2086,2087,Is it theoretically possible to travel a light year in under one year due to length contraction and other relativistic effects?,How strong does the gravity has to be in a dying star to make atoms dissapear?,True,44823,0
1047,1047,2088,2089,What revenue do I need to raise in order to sell my company for 1 million dollars?,What are the advantages of growing up wealthy (in the top 1%)?,True,17739,0
1048,1048,2090,2091,How do I fill pan card application online?,How do I apply for a PAN card?,False,29532,0
1049,1049,2092,2093,"What makes you believe that ""Everything happens for a good reason""?",Do you believe that everything happens for a reason?,False,26825,1
1050,1050,2094,2095,Which is better GTA5 or Watch Dogs?,"In Watch Dogs 2 video game, could you put an APB on a cop?",True,61585,0
1051,1051,2096,2097,What are the best things to learn in life?,What is the best thing we learned from our life?,True,44507,1
1052,1052,2098,2099,What is iodimetric titration and how is it different from iodometric titration?,Why are pipettes used for titration?,False,30463,0
1053,1053,2100,2101,Can a sociopath have many psychopathic traits?,Can you be a sociopath with more psychopathic traits?,False,37819,1
1054,1054,2102,2103,How could Quora attract initial users?,When did Quora start and how did it attract users?,True,51199,1
1055,1055,2104,2105,What would Ned have done if Jon looked like Rhaegar?,What if Jon Snow inherited the Targaryens' look not the Starks'? Ned would be forced to admit he was lying about Jon being his bastard; how would this change the plot for the whole RR story?,False,57904,0
1056,1056,2106,2107,I search for someone who is definitely on Snapchat but when I add them I get a message that they couldn't be found. Why?,"On Snapchat, someone blocked me, but still shows up in my added me section, but Snapchat still won't allow me to add them. What’s going on?",True,52294,0
1057,1057,2108,2109,What is the shopping mall of the future?,What will shopping malls be like in the future?,True,47910,1
1058,1058,2110,2111,What was Napoleon trying to achieve; what were his goals?,What were the greatest achievements of the Persian Empire?,False,45580,0
1059,1059,2112,2113,How do I retrieve texts from a number I blocked?,How do I block my phone number in a text message?,True,64743,0
1060,1060,2114,2115,Where can I get very reasonable price for men's shoes in Sydney?,"In Sydney, where can I buy stylish & customized men's shoes?",True,42510,0
1061,1061,2116,2117,If I comment on a private Instagram will my followers see it?,"If I follow a notification link to my comment, how do I now see the answer that I was commenting on?",False,36343,0
1062,1062,2118,2119,What is white hat SEO?,What is white-hat SEO?,False,48741,1
1063,1063,2120,2121,CPA for real estate campaign?,What are the qualities an Indian must have to get admission in American universities for PG?,True,31588,0
1064,1064,2122,2123,What are some good blogs on Quora?,What are some of the best blogs for articles on Quora?,True,37671,0
1065,1065,2124,2125,How can I be like Jake Williams?,What does Jake Williams think about Jake Williams?,False,43540,0
1066,1066,2126,2127,Why doesn't FiveThirtyEight open source their election prediction model?,Everyone I've come across doesn't like Donald Trump. Then why do people still predict that he will win the US election?,False,32314,0
1067,1067,2128,2129,Trading opportunities in srilanka?,What should I do to finding a job in finance field?,True,8354,0
1068,1068,2130,2131,How long does WhatsApp keep the delivered data like images or etc. in the server?,How do I share GIF images in WhatsApp without converting the GIF into a video?,True,3435,0
1069,1069,2132,2133,What is the best structure for a Marketing Department in an Internet Company?,What's the best structure for an Indian digital marketing company to operate in Singapore?,True,35521,0
1070,1070,2134,2135,What does a neuroscientist do? What kind of a job will a neuroscience graduate get abroad? What are some of the subfields in neuroscience?,Is it possible to get into a neuroscience graduate program with a GRE of 316?,True,65464,0
1071,1071,2136,2137,Do Indian girls use dildos? What kind of dildo?,What is the size of the biggest dildo?,False,58077,0
1072,1072,2138,2139,What would be the ideal Bruce Springsteen set list? Assume it has 20 songs including the encore.,Bruce Springsteen (musician): Who is the chicken man in philly?,True,13651,0
1073,1073,2140,2141,What is the average salary of a physician in india?,What is the salary of a doctor in India?,False,25173,1
1074,1074,2142,2143,"I am 23, female. I have heavier upper body.But my legs and hip area are quite slim. What is my body shape?what exercise are some exercises for upper body?",Why am I able to do a finger pushup after training upper body and forearms?,True,51798,0
1075,1075,2144,2145,Where can I get free books to read or download?,Where can I get free books?,False,46117,1
1076,1076,2146,2147,Which country is the easiest to find a job as an international student?,How many maximum number of rounds are of nift counselling?,True,26588,0
1077,1077,2148,2149,"If I hacked into the NSA and Pentagon and dumped all their files, (1) how big would the manhunt for me be; (2) would it finally open the eyes of the public, and; (3) how would I be seen by the hacker circle?",We are maintaining our data as a flat file in server. What are the ways handled by hackers to open the flat file?,False,2894,0
1078,1078,2150,2151,What are the best winter jackets for temperature of -10 and where can I get them in Coimbatore?,Are there any winter jackets that can be worn in the summer?,False,3906,0
1079,1079,2152,2153,"Who is the better batsmen , virat kohli or joe root?",Who is a better player among the two- Virat Kohli or Joe Root?,True,24179,0
1080,1080,2154,2155,How many pullups can an average person do?,How many photos a day does an average person take with their phone.?,True,56499,0
1081,1081,1863,2156,Did Trump win the election?,What do you think of Trump winning the elections?,True,19317,0
1082,1082,2157,2158,"Do people show-off on Facebook? If yes, why?","What is the best way to deal with ""show-off"" people?",False,10780,0
1083,1083,2159,2160,Is it safe During pregnent sex?,Do some women really squirt during sex? is it safe to consume the vaginal fluids?,True,17514,0
1084,1084,2161,2162,How did you learn java?,How do I learn Java internals?,False,1952,0
1085,1085,2163,2164,What are symptoms of low sperm count?,What are the causes of low sperm count?,False,30617,0
1086,1086,2165,2166,What makes India different from the rest of the world?,What makes India different from all other countries in the world?,True,1158,1
1087,1087,2167,2168,How is the word 'anachronism' used in sentences?,How is the word 'inarticulate' used in a sentence?,True,41686,0
1088,1088,2169,2170,"As a freshman, how do you promote an app for free?",How do you promote your app for free?,True,61312,1
1089,1089,2171,2172,What is your review of Crystal IT?,What is your review of The Crystal Method?,False,38034,0
1090,1090,2173,2174,What color does mixing green and blue make?,How can I make the color aqua using other colors?,False,28843,0
1091,1091,2175,2176,Should I vote for Donald Trump or Hillary Clinton?,Why should I not vote for Hillary Clinton or Donald Trump?,False,25695,0
1092,1092,2177,2178,Do girls love blowjobs?,Why do some people enjoy giving blowjobs?,False,36175,0
1093,1093,2179,2180,Why does Dubai Police drive fast car?,Why do the Dubai Police have super cars?,False,14975,1
1094,1094,2181,2182,How do you know if your guinea pig is pregnant?,How do you care for guinea pigs?,False,67844,0
1095,1095,2183,2184,What are eps files for?,"As a prospective ECE or mechanical engineer, I know that I must take HL Math and Physics, but should my third HL subject be, chemistry, CS or Econ?",True,20258,0
1096,1096,2185,2186,How do you draw an angel step-by-step?,How do you draw a cat step-by-step?,True,22734,0
1097,1097,2187,2188,What is the difference between stem cells and differentiated cells?,"What is the difference between 'pluripotent', 'multipotent' and 'totipotent' (stem) cells?",False,52719,0
1098,1098,2189,2190,Is multiple domains on one website bad for seo?,"What is the better option for SEO. The use of multiple websites spread over several domains, or one single domain?",False,27938,0
1099,1099,2191,2192,My CRS score is 469. What are my chances of getting Canada PR?,I am planning to apply for Canada PR. What are my chances?,False,6408,0
1100,1100,2193,2194,How do micro ATMs work? Which bank introduced them in India?,What is the best time to withdraw money from working ATM in present India?,False,151,0
1101,1101,2195,2196,What individuals and events in history are a source of pride for São Tomé and Príncipe?,What individuals and events in history are a source of pride for Belarus?,True,49143,0
1102,1102,2197,2198,Are there Serbs today who don't hate Albanians?,Why do Serbs like Russians?,True,25606,0
1103,1103,2199,2200,Can you dream while awake?,Can people dream while they are awake?,True,36637,1
1104,1104,2201,2202,What is the solution to this problem?,What is the solution for the below problem?,True,21305,0
1105,1105,2203,2204,What are the strongest majors in terms of job prospects and what are the weakest majors at Lindenwood University?,What are the strongest majors in terms of job prospects and what are the weakest majors at Eastern University?,False,62249,0
1106,1106,2205,2206,Can I do meditation all day long? Does it help to improve my motivation?,Does meditation really help in controlling thoughts? How can I do it on my own?,True,63164,1
1107,1107,2207,2208,How's life going?,How is your life going?,True,17324,0
1108,1108,2209,2210,Quora: How do you post a question on Quora?,What are the best ways to ask a question on Quora?,False,44235,1
1109,1109,2211,2212,What are the benefits of learning another language?,What are the benefits of learning a third language?,True,53430,1
1110,1110,2213,2214,What are disaccharides? What are examples of disaccharides?,What are some examples of disaccharides?,True,23793,1
1111,1111,2215,2216,Why did the Umayyad Caliphate fall? What could have been done to avoid his fall?,History of Islam: Why did the Umayyad Caliphate invade Christian territory?,False,15390,0
1112,1112,2217,2218,"""Every one is unique in this world"", what are the best ways to find my uniqueness?",How do i prevent other people in this world to use similar name like me? Is there any way that i can protect my unique name as My IP assets?,False,55941,0
1113,1113,2219,2220,What are the strongest majors in terms of job prospects and what are the weakest majors at Jackson State?,What are the strongest majors in terms of job prospects and what are the weakest majors at Morehead State?,True,51769,0
1114,1114,2221,1093,How can I hack a WhatsApp account?,How can I hack another WhatsApp account?,True,5402,1
1115,1115,2222,2223,What is the best IT field for freshers?,What is the best IT field to get in for a fresher?,False,8900,1
1116,1116,2224,2225,Where could be a safe place to have sex with girlfriend?,Is it legal to have sex in your car in India?,False,50250,0
1117,1117,2226,2227,Has an amazing coincidence ever happened to you?,What's the biggest coincidence that has ever happened to you?,True,33619,0
1118,1118,2228,2229,Why doesn't Google buy Quora?,Will Google buy Quora?,True,10603,1
1119,1119,2230,2231,How do I determine the side of latent strabismus using cover uncover test?,"Which will heal faster, a cut which is covered or uncovered?",True,47398,0
1120,1120,2232,2233,"Does a Lab/Terrier mix shed a lot? If so, how can this be treated?","Does a Husky/Cocker Spaniel mix shed? If so, what is the best treatment for this?",True,21322,0
1121,1121,2234,2235,How do we account for transgender people if gender is socially constructed?,If society reversed gender roles would transgender people be the same people or different people?,False,8116,1
1122,1122,2236,2237,Did Jesus like bananas?,Why is Jesus named Jesus?,False,7994,0
1123,1123,2238,2239,Is it true that the USA dropped more bombs on Laos during the Secret War than the total amount of bombs dropped on Europe during World War 2?,What were some realistic alternatives to ending World War 2 with Japan's unconditional surrender but without dropping the A-bombs?,False,45427,0
1124,1124,2240,2241,How do you get an Internet browser on Roku?,How can you use Roku to browse the internet?,False,42294,0
1125,1125,2242,2243,What is the shortcut key of subscript and superscript in Excel?,How do I select all the text in a cell in Excel? What is the keyboard shortcut?,True,12308,0
1126,1126,2244,2245,What is the weirdest or most disturbing thing that a kid has said?,What is the creepiest thing your spouse has ever done?,False,47790,0
1127,1127,2246,2247,How can we improve the education system for high school and college?,How can you improve high school education?,True,14428,1
1128,1128,2248,2249,How do I create a strong password?,How does one create a strong password? Any tips?,True,27619,1
1129,1129,2250,2251,"Do aliens really exist? If so ,do we have an evidence for it?",Do aliens really exists? If yes then where?,True,39959,1
1130,1130,2252,2253,How do I find a hacker?,How does one become a hacker?,False,45523,0
1131,1131,2254,2255,Who were the Aztec?,Who were the Aztec Gods?,False,57306,0
1132,1132,2256,2257,Why do we need to study?,Why we need study?,False,4677,1
1133,1133,2258,2259,How long is the recovery time after wisdom teeth removal?,Why is it important to rinse with salt water after getting wisdom teeth removed?,True,47251,0
1134,1134,2260,2261,What were Hillary Clinton's positive achievements as Secretary of State?,What is Hillary Clinton's greatest achievement as a Secretary of State?,True,53983,1
1135,1135,2262,2263,What is the difference between growth and development?,How do growth and development contrast?,False,37713,0
1136,1136,2264,2265,How can I improve my english language skills? I am basically from gujarati background.,"How do I improve my vocabulary and English speaking skills? I am a 22 year old software engineer and come from a Telugu medium background. I am able to write well, but my speaking skills are poor.",False,37299,1
1137,1137,2266,2267,How can I get a chance to meet Mr. Narendra Modi?,How can I meet Modi?,True,49512,1
1138,1138,2268,2269,What is an example of a thriving society (past or present) with tiny government?,Has there ever been a country run on libertarianism?,True,28766,0
1139,1139,2270,2271,What kind of reproductive organs do transgender people have?,How do you view transgender people?,True,11493,0
1140,1140,2272,2273,What is it like working in Indian Army?,What is it like to work in the Indian Army?,True,21013,1
1141,1141,2274,2275,What is the best way for a native Chinese speaker to learn English?,How can I learn English well as a Chinese student？?,False,41912,1
1142,1142,2276,2277,Why do people belive in god?,Why do people believe in God? What is the real faith in God? How do you believe God?,False,17904,1
1143,1143,2278,2279,Java program that takes two file names as input and joins the lines from the two files based on a given join field?,How do I print a new line in the file using FileWriter in Java?,False,40042,0
1144,1144,2280,2281,What was the first music video ever produced?,Has a fan made music video ever been released as the official music video for a song?,False,25470,0
1145,1145,2282,2283,What if you find a metro pcs phone with a pattern lock?,Can I get my Sprint phone to work for Metro PCS?,False,55833,0
1146,1146,2284,2285,Is fried food unhealthy?,Is pan fried food unhealthy?,False,4056,0
1147,1147,2286,2287,Where can one get the English audio tracks for movies?,"Is it possible to find the ""English audio file"" of a movie? If possible, in which website can we get them?",True,16006,0
1148,1148,2288,2289,What is it like to attend the University of Waterloo as graduate?,What is it like to be a freshman at the University of Waterloo?,True,22818,0
1149,1149,2290,2291,"I'm 23year old & 5ft girl weighing 60kg & my fats are mainly concentrated in my tummy, thighs and hips. How and what exercises should I follow?",How can I lose or reduce thigh and hip fat fast?,False,2471,0
1150,1150,2292,2293,How do you compare and contrast the properties of acids and bases?,How can you compare and contrast base and acid?,False,15114,1
1151,1151,2294,2295,"Working in IT as a support analyst for 2.5 years, graduated from Civil engineering, is MIS the correct option for Masters as it combines Management?",I am an civil engineering graduate with 2 years of experience in IT as a Support Analyst. I am not sure whether to pursue a master's in engineering management (MEM) or a master's in Information systems (MIS). What are the factors I should consider before I make my choice?,True,53763,0
1152,1152,2296,2297,What is the best way to do SEO in 2016?,How can I do SEO 2016?,False,9674,1
1153,1153,2298,2299,What defines happiness for you?,What defines happiness?,True,39019,1
1154,1154,2300,2301,What would a male Neanderthal think of a modern woman?,I am a female what would a Neanderthal male think of me?,True,48102,1
1155,1155,2302,2303,Walking 3 km daily for 60 days will lead to how much weight loss?,How do I lose weight and gain muscle?,False,37196,0
1156,1156,2304,2305,What is literally the most fastest way to make money?,What are fast ways to make money?,False,43659,1
1157,1157,2306,2307,How do you edit your Quora profile?,How do I edit my profile?,True,24446,1
1158,1158,2308,2309,What are the ten best short stories written by Isaac Asimov?,What is your favourite story by Isaac Asimov?,True,52883,1
1159,1159,2310,2311,Do women like men who wear cock rings?,Do women like seeing men ejaculating?,False,44411,0
1160,1160,2312,2313,How can I start my own Minecraft Youtube Channel?,What should I do to stand out when starting a YouTube channel?,True,8592,0
1161,1161,2314,2315,Do other cars taunt you while you are driving in public? ,Why should we turn off the lights inside the car while driving?,True,20109,0
1162,1162,2316,2317,Which is a suitable inpatient drug and alcohol rehab center in Appling County GA?,Which is a suitable inpatient drug and alcohol rehab center in Heard County GA?,True,21745,0
1163,1163,2318,2319,Where are some fish spas in Malacca / Melaka?,What is the Best place in kuala lumpur for cheap Shopping?,True,40387,0
1164,1164,2320,2321,What can one do to relieve severe chronic pain?,What has worked for you to help relieve chronic pain?,False,51430,1
1165,1165,2322,2323,What can I do to improve my English speaking?,How can I improve my spoken English?,True,63400,1
1166,1166,2324,2325,What are some of the best history podcasts?,What is the best podcast in history?,True,29523,1
1167,1167,2326,2327,"Do Muslim in India, especially in Gujarat,India hate(still) Narendra Modi?",Why do some Indian Muslims hate Narendra Modi?,False,38288,1
1168,1168,2328,2329,What are some benefits of being close friends with a lawyer?,What are some benefits of being close friends with a professor?,False,27062,0
1169,1169,2330,2331,"I'm a big guy. When I get angry, people get scared and accuse me of threatening them. How do I stop this? I'm not actually a violent person.",I block people when I'm angry. I refuse to talk to them. Why do I get angry for such small things?,False,44337,0
1170,1170,2332,2333,Who really did frame Roger Rabbit?,What is the theme of Who Framed Roger Rabbit?,False,7810,0
1171,1171,2334,2335,Have you ever encountered any alien? Please be true.Do not make a story.,Have you encountered an alien? What happened?,False,50320,1
1172,1172,2336,2337,What are top 5 things I should definitely not do when I am flying?,What are the top 5 things I should definitely not do when I am on a flight?,False,13941,1
1173,1173,2338,2339,Bollywood: what is the worst film dialogue ever from a superhit hindi movie?,What are some of the worst movies of Bollywood?,True,68336,0
1174,1174,2340,2341,How can I recover my Hotmail password?,How do I recover my Hotmail password?,False,59006,1
1175,1175,2342,2343,Is this the real life or is this some fantasy?,"Queen (band): Is this the real life, or is this just fantasy?",True,51482,1
1176,1176,2344,2345,What are the most interesting products and innovations that Triumph Bank is coming out with in 2016?,What are the most interesting products and innovations that M&T Bank is coming out with in 2016?,True,17087,0
1177,1177,2346,2347,Is it easy to get a job in European countries like Sweden or Denmark for an Indian engineer on a working visa?,Is it easy to get part time job in Sweden?,True,16723,0
1178,1178,2348,2349,What is the (true) nature of reality?,What is the ultimate truth that no one can deny?,False,24472,0
1179,1179,2350,2351,When did nationalism appear and how much does it affect the world now?,"Do you ever feel that your future holds no excitement/happiness for you, things will always be at mediocre level?",True,60651,0
1180,1180,2352,2353,What are the best peaceful locations in India for holiday?,Which are the best places for the holidays in India?,True,49180,0
1181,1181,2354,2355,What license do I need for starting manufacturing of herbal diet products?,What norms need to be followed for the manufacturing and production of an extension board and where do I find written copies for the same?,False,35583,0
1182,1182,2356,2357,What is my GPA if I have scored 65% in my 11th std CBSE?,Why is Persian word “ذليل” meaning ‘a Muslim’ translated incorrectly on Microsoft Translator? Is it intentional or careless?,True,28119,0
1183,1183,2358,2359,What is Do's mission?,What is your mission in life?,True,29794,0
1184,1184,2360,2361,What are the easiest ways to improve business practices?,I am an international student and I am going to Harvard for the summer. How likely is it that my F1 visa will be rejected?,True,4019,0
1185,1185,2362,2363,How do I learn Python systematically?,"Starting with no programming experience, how long will it take to learn Python 3?",False,65311,1
1186,1186,2364,2365,How do I know that a guy likes you?,How can you tell if a guy likes you or not?,False,48771,1
1187,1187,2366,2367,What are good questions for you to ask an interviewer?,What questions should a job candidate ask the interviewer?,False,22162,0
1188,1188,2368,2369,How can I pass the HP0-M40 exam?,How can I pass the HP0-M33 exam?,True,61743,0
1189,1189,2370,2371,I have a 3d printer. How can I make money off it?,How can I make money with my 3d printer?,True,5991,1
1190,1190,2372,2373,How much does it cost to develop app like Zomato?,What does it cost to develop an app like Zomato Order?,True,24329,1
1191,1191,2374,2375,Why do so may people ask questions on Quora that can easily be found by a simple Google searh?,Why do people find it easier to stage simple questions on Quora rather than spending a few minutes on the Internet to find straight answers?,True,36022,1
1192,1192,2376,2377,Which languages have been profoundly affected by Low German?,Which languages have been most profoundly affected by Low German?,False,25592,1
1193,1193,2378,2379,What are the applications of the MEAN Stack in web programming ?,"What is the meaning and uses of ""hello""?",False,63215,0
1194,1194,2380,2381,Is it worth it to work as an application support engineer intern at Microsoft?,What is the salary for a Software Engineering Intern at Microsoft in 2014?,True,53858,0
1195,1195,2382,2383,Who are you a role model for?,Who is your role model?,False,53475,0
1196,1196,2384,2385,"I told my classmate my essay topic, and she wrote her essay on that topic. Now we have very similar essays, will we both be accused of plagiarizing?",Would it be considered plagiarism if I ask someone on Quora to proofread my Spanish essay and submit that proofread version to my teacher?,False,65683,0
1197,1197,2386,2387,Complete the sentence: My mother is ______?,What is the smallest complete sentence?,True,16248,0
1198,1198,2388,2389,What's the reason India fails in Olympics?,Why is India failing so miserably at the Rio Olympics?,True,64385,1
1199,1199,2390,2391,What and where are the sweet red wine stores available in hyderabad?,What is a good white wine sweetness scale?,False,31658,0
1200,1200,2392,2393,Should I buy this new laptop or not?,Should I buy a new laptop?,True,9012,0
1201,1201,2394,2395,"What exactly does it mean when you say the universe is ""expanding""? Does the planck-length get bigger? How can there be more space between objects?","If the universe is ""expanding"", is my room expanding? Are atoms expanding? Is everything expanding?",True,16973,0
1202,1202,2396,2397,What is triloca.com?,What does Kakigarden.com do?,True,65323,0
1203,1203,2398,2399,In what ratio does a child inherit their father's and mother's genetic traits?,What name did you save your dad/mum's number with?,False,65040,0
1204,1204,2400,2401,How do I plan a 4 day trip to Goa?,How can I plan a 3 days/3 nights trip to Goa?,True,49642,1
1205,1205,2402,2403,"Which processor is faster and better for battery between Octa core, 1.7 GHz, Cortex A53, Chipset: Mediatek MT6752 and Quad core, 1.4 GHz, Cortex A53, Chipset: Qualcomm Snapdragon 410 MSM8916?",Which one is a better processor: 1.8 GHz Intel quad core or a 1.7 GHz Snapdragon Octacor?,False,23269,0
1206,1206,2404,2405,How can I disable checkpoint in Endpoint Security firewall?,I have an updated paid firewall/virus scanner and I do not use unprotected public WiFi. How do I make myself more secure?,False,15005,0
1207,1207,2406,2407,Was Dhoni's decision to give up captaincy good for India? Yes No He should have retired?,Polished vitrified tiles?,True,52229,0
1208,1208,2408,2409,What will happen to EU citizens in UK after brexit?,What's going to happen to EU citizens in the UK if the UK leaves the European Union after a 2016 referendum?,True,47504,1
1209,1209,2410,2411,What are the minimum GPA and GRE requirements of Florida State University?,What are the minimum GPA and  GRE requirements of Florida State University?,False,44441,1
1210,1210,2412,2413,Why does temperature decrease when altitude increases?,Why does temperature decrease with increase in altitude?,False,64091,1
1211,1211,2414,2415,Mountain Climbing: Can anyone climb Mount Everest?,Can I climb mount Everest without any previous mountaineering experience?,True,56572,0
